date,hour,tweet
29-04-20,2:40:00,"b'RT @deilangi: Bu \xc3\xa7ocuklar art\xc4\xb1k yetenek s\xc4\xb1navlar\xc4\xb1yla istedikleri b\xc3\xb6l\xc3\xbcmlere girmeyi hak ediyorlar? Yoruldular, b\xc4\xb1kt\xc4\xb1lar. Suriyeli \xc3\xa7ocuklar\xc4\xb1m\xe2\x80\xa6'"
29-04-20,2:47:00,"b'RT @deilangi: Bu \xc3\xa7ocuklar art\xc4\xb1k yetenek s\xc4\xb1navlar\xc4\xb1yla istedikleri b\xc3\xb6l\xc3\xbcmlere girmeyi hak ediyorlar? Yoruldular, b\xc4\xb1kt\xc4\xb1lar. Suriyeli \xc3\xa7ocuklar\xc4\xb1m\xe2\x80\xa6'"
29-04-20,3:02:00,"b'RT @deilangi: Bu \xc3\xa7ocuklar art\xc4\xb1k yetenek s\xc4\xb1navlar\xc4\xb1yla istedikleri b\xc3\xb6l\xc3\xbcmlere girmeyi hak ediyorlar? Yoruldular, b\xc4\xb1kt\xc4\xb1lar. Suriyeli \xc3\xa7ocuklar\xc4\xb1m\xe2\x80\xa6'"
29-04-20,4:31:00,"b'RT @deilangi: Bu \xc3\xa7ocuklar art\xc4\xb1k yetenek s\xc4\xb1navlar\xc4\xb1yla istedikleri b\xc3\xb6l\xc3\xbcmlere girmeyi hak ediyorlar? Yoruldular, b\xc4\xb1kt\xc4\xb1lar. Suriyeli \xc3\xa7ocuklar\xc4\xb1m\xe2\x80\xa6'"
29-04-20,8:07:00,"b'RT @deilangi: Bu \xc3\xa7ocuklar art\xc4\xb1k yetenek s\xc4\xb1navlar\xc4\xb1yla istedikleri b\xc3\xb6l\xc3\xbcmlere girmeyi hak ediyorlar? Yoruldular, b\xc4\xb1kt\xc4\xb1lar. Suriyeli \xc3\xa7ocuklar\xc4\xb1m\xe2\x80\xa6'"
29-04-20,12:36:00,"b'RT @deilangi: Bu \xc3\xa7ocuklar art\xc4\xb1k yetenek s\xc4\xb1navlar\xc4\xb1yla istedikleri b\xc3\xb6l\xc3\xbcmlere girmeyi hak ediyorlar? Yoruldular, b\xc4\xb1kt\xc4\xb1lar. Suriyeli \xc3\xa7ocuklar\xc4\xb1m\xe2\x80\xa6'"
30-04-20,6:20:00,b'#Sa\xc4\x9fl\xc4\xb1k\xc3\xa7\xc4\xb1yaS\xc4\xb1navs\xc4\xb1z\xc3\x9cnvan\n\nDoktorlara StajlaDenklik\nSuriyeli doktorlara verilen haklar TC vatanda\xc5\x9f\xc4\xb1 doktorlara veril\xe2\x80\xa6 https://t.co/QQ7kGzjhFP'
30-04-20,6:23:00,b'RT @Dribrambg: #Sa\xc4\x9fl\xc4\xb1k\xc3\xa7\xc4\xb1yaS\xc4\xb1navs\xc4\xb1z\xc3\x9cnvan\n\nDoktorlara StajlaDenklik\nSuriyeli doktorlara verilen haklar TC vatanda\xc5\x9f\xc4\xb1 doktorlara verilmelidir.\xe2\x80\xa6'
30-04-20,6:23:00,b'RT @Dribrambg: #Sa\xc4\x9fl\xc4\xb1k\xc3\xa7\xc4\xb1yaS\xc4\xb1navs\xc4\xb1z\xc3\x9cnvan\n\nDoktorlara StajlaDenklik\nSuriyeli doktorlara verilen haklar TC vatanda\xc5\x9f\xc4\xb1 doktorlara verilmelidir.\xe2\x80\xa6'
30-04-20,6:22:00,b'RT @Dribrambg: #Sa\xc4\x9fl\xc4\xb1k\xc3\xa7\xc4\xb1yaS\xc4\xb1navs\xc4\xb1z\xc3\x9cnvan\n\nDoktorlara StajlaDenklik\nSuriyeli doktorlara verilen haklar TC vatanda\xc5\x9f\xc4\xb1 doktorlara verilmelidir.\xe2\x80\xa6'
30-04-20,6:21:00,b'RT @Dribrambg: #Sa\xc4\x9fl\xc4\xb1k\xc3\xa7\xc4\xb1yaS\xc4\xb1navs\xc4\xb1z\xc3\x9cnvan\n\nDoktorlara StajlaDenklik\nSuriyeli doktorlara verilen haklar TC vatanda\xc5\x9f\xc4\xb1 doktorlara verilmelidir.\xe2\x80\xa6'
30-04-20,6:21:00,b'RT @Dribrambg: #Sa\xc4\x9fl\xc4\xb1k\xc3\xa7\xc4\xb1yaS\xc4\xb1navs\xc4\xb1z\xc3\x9cnvan\n\nDoktorlara StajlaDenklik\nSuriyeli doktorlara verilen haklar TC vatanda\xc5\x9f\xc4\xb1 doktorlara verilmelidir.\xe2\x80\xa6'
30-04-20,1:45:00,b'le havre ve eternity and a day filmlerini izlememis olanlara suriyeli konusunda yorum hakki taninmamaliydi'
30-04-20,6:55:00,b'RT @Dribrambg: #Sa\xc4\x9fl\xc4\xb1k\xc3\xa7\xc4\xb1yaS\xc4\xb1navs\xc4\xb1z\xc3\x9cnvan\n\nDoktorlara StajlaDenklik\nSuriyeli doktorlara verilen haklar TC vatanda\xc5\x9f\xc4\xb1 doktorlara verilmelidir.\xe2\x80\xa6'
30-04-20,6:28:00,b'RT @Dribrambg: #Sa\xc4\x9fl\xc4\xb1k\xc3\xa7\xc4\xb1yaS\xc4\xb1navs\xc4\xb1z\xc3\x9cnvan\n\nDoktorlara StajlaDenklik\nSuriyeli doktorlara verilen haklar TC vatanda\xc5\x9f\xc4\xb1 doktorlara verilmelidir.\xe2\x80\xa6'
30-04-20,6:24:00,b'RT @Dribrambg: #Sa\xc4\x9fl\xc4\xb1k\xc3\xa7\xc4\xb1yaS\xc4\xb1navs\xc4\xb1z\xc3\x9cnvan\n\nDoktorlara StajlaDenklik\nSuriyeli doktorlara verilen haklar TC vatanda\xc5\x9f\xc4\xb1 doktorlara verilmelidir.\xe2\x80\xa6'
30-04-20,7:33:00,b'RT @ZuhalNurdan: @burcuas @zekikayahan Polisimin yan\xc4\xb1nday\xc4\xb1m diyenlere bu kez hak vermiyorum! Suriyeli veya T\xc3\xbcrk farketmez gencecik \xc3\xa7ocu\xc4\x9fu i\xe2\x80\xa6'
30-04-20,6:21:00,b'RT @Dribrambg: #Sa\xc4\x9fl\xc4\xb1k\xc3\xa7\xc4\xb1yaS\xc4\xb1navs\xc4\xb1z\xc3\x9cnvan\n\nDoktorlara StajlaDenklik\nSuriyeli doktorlara verilen haklar TC vatanda\xc5\x9f\xc4\xb1 doktorlara verilmelidir.\xe2\x80\xa6'
30-04-20,6:28:00,b'RT @Dribrambg: #Sa\xc4\x9fl\xc4\xb1k\xc3\xa7\xc4\xb1yaS\xc4\xb1navs\xc4\xb1z\xc3\x9cnvan\n\nDoktorlara StajlaDenklik\nSuriyeli doktorlara verilen haklar TC vatanda\xc5\x9f\xc4\xb1 doktorlara verilmelidir.\xe2\x80\xa6'
01-05-20,8:26:00,b'RT @KratAlemdarogl1: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z\xe2\x80\xa6'
01-05-20,8:28:00,b'RT @deryakeskin6: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z evl\xe2\x80\xa6'
01-05-20,8:30:00,b'RT @deryakeskin6: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z evl\xe2\x80\xa6'
01-05-20,10:16:00,b'RT @deryakeskin6: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z evl\xe2\x80\xa6'
01-05-20,8:50:00,b'RT @deryakeskin6: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z evl\xe2\x80\xa6'
01-05-20,10:21:00,b'RT @SerdarA83034042: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z\xe2\x80\xa6'
01-05-20,8:32:00,b'RT @deryakeskin6: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z evl\xe2\x80\xa6'
01-05-20,8:20:00,b'RT @KratAlemdarogl1: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z\xe2\x80\xa6'
01-05-20,1:49:00,b'@fahrettinaltun Bir suriyeli kadar k\xc4\xb1ymetimiz olmad\xc4\xb1 kendi \xc3\xbclkemde hak adalet sizden sorarlar kendi insan\xc4\xb1n yoklukl\xe2\x80\xa6 https://t.co/tkOdIYMP3W'
01-05-20,8:18:00,b'RT @SerdarA83034042: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z\xe2\x80\xa6'
01-05-20,9:16:00,b'RT @KratAlemdarogl1: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z\xe2\x80\xa6'
01-05-20,8:03:00,b'Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden\xe2\x80\xa6 https://t.co/YHrFOCY3OD'
01-05-20,8:05:00,b'RT @deryakeskin6: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z evl\xe2\x80\xa6'
01-05-20,8:06:00,b'RT @deryakeskin6: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z evl\xe2\x80\xa6'
01-05-20,8:07:00,b'Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden\xe2\x80\xa6 https://t.co/0dpOuTkBWY'
01-05-20,8:18:00,b'RT @KratAlemdarogl1: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z\xe2\x80\xa6'
01-05-20,8:10:00,b'RT @KratAlemdarogl1: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z\xe2\x80\xa6'
01-05-20,8:08:00,b'RT @deryakeskin6: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z evl\xe2\x80\xa6'
01-05-20,8:12:00,b'RT @deryakeskin6: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z evl\xe2\x80\xa6'
01-05-20,8:12:00,b'RT @deryakeskin6: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z evl\xe2\x80\xa6'
01-05-20,8:12:00,b'RT @KratAlemdarogl1: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z\xe2\x80\xa6'
01-05-20,8:15:00,b'RT @KratAlemdarogl1: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z\xe2\x80\xa6'
01-05-20,8:15:00,b'RT @deryakeskin6: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z evl\xe2\x80\xa6'
01-05-20,8:15:00,b'RT @deryakeskin6: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z evl\xe2\x80\xa6'
01-05-20,8:16:00,b'Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden\xe2\x80\xa6 https://t.co/kJBJU52gHB'
01-05-20,8:11:00,b'RT @KratAlemdarogl1: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z\xe2\x80\xa6'
01-05-20,8:56:00,b'RT @deryakeskin6: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z evl\xe2\x80\xa6'
02-05-20,7:39:00,b'@demir__422 @tele1comtr Nedir o haklar s\xc3\xb6ylermisin? Ufak tefek yard\xc4\xb1mlar\xc4\xb1 abartmay\xc4\xb1n sen hi\xc3\xa7 Suriyeli birini al\xc4\xb1pta\xe2\x80\xa6 https://t.co/kNUEw9L9q9'
02-05-20,12:12:00,b'RT @SerdarA83034042: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z\xe2\x80\xa6'
02-05-20,9:43:00,b'RT @SerdarA83034042: Hekimlere StajlaDenklik ne kadar daha g\xc3\xb6rmemezlikten geleceksiniz? Suriyeli meslekta\xc5\x9flar\xc4\xb1m\xc4\xb1za verilen haklar neden \xc3\xb6z\xe2\x80\xa6'
02-05-20,7:58:12,b'RT @alibatak06: Say\xc4\xb1n cumhurba\xc5\x9fkan\xc4\xb1m 4 y\xc4\xb1ld\xc4\xb1r canla ba\xc5\x9fla muhacir \xc3\xa7ocuklar\xc4\xb1m\xc4\xb1za g\xc3\xbczel dilimiz T\xc3\xbcrk\xc3\xa7eyi \xc3\xb6\xc4\x9fretiyoruz kadroyu hak ediyoruz #Pi\xe2\x80\xa6'
02-05-20,7:07:00,b'#PiktesinUmuduCB  Muhacir Ensar karde\xc5\x9fli\xc4\x9fi i\xc3\xa7in fedakarca \xc3\xa7al\xc4\xb1\xc5\x9fan P\xc4\xb0KTES \xc3\xb6\xc4\x9fretmenleri kadroyu hak ediyor say\xc4\xb1n ba\xc5\x9fk\xe2\x80\xa6 https://t.co/McRLGeqJkM'
02-05-20,3:55:00,"b'@AbdulkadirOzl amin :) \nS\xc3\xbctl\xc3\xbc Nuriye, h\xc3\xbcrmeti hak ediyor.'"
02-05-20,7:23:00,b'#PiktesinUmuduCB Suriyeli \xc3\xa7ocuklar\xc4\xb1n umudu olan biz kadroyu hak etmedik mi'
02-05-20,3:42:00,b'RT @ZuhalNurdan: @burcuas @zekikayahan Polisimin yan\xc4\xb1nday\xc4\xb1m diyenlere bu kez hak vermiyorum! Suriyeli veya T\xc3\xbcrk farketmez gencecik \xc3\xa7ocu\xc4\x9fu i\xe2\x80\xa6'
02-05-20,10:54:46,"b'RT @AkkadinCubuk: Bu yol, hak yoludur. Bu yol, hizmet yoludur. \n\nBu yol, milletin derdiyle dertlenenlerin \xc3\xa7\xc4\xb1kt\xc4\xb1\xc4\x9f\xc4\xb1 yoldur. \n#BuYoldanD\xc3\xb6nmeye\xe2\x80\xa6'"
02-05-20,7:54:45,b'RT @kadropiktes: #PiktesinUmuduCB  Muhacir Ensar karde\xc5\x9fli\xc4\x9fi i\xc3\xa7in fedakarca \xc3\xa7al\xc4\xb1\xc5\x9fan P\xc4\xb0KTES \xc3\xb6\xc4\x9fretmenleri kadroyu hak ediyor say\xc4\xb1n ba\xc5\x9fkan\xc4\xb1m. @\xe2\x80\xa6'
02-05-20,7:50:38,b'RT @kadropiktes: #PiktesinUmuduCB  Muhacir Ensar karde\xc5\x9fli\xc4\x9fi i\xc3\xa7in fedakarca \xc3\xa7al\xc4\xb1\xc5\x9fan P\xc4\xb0KTES \xc3\xb6\xc4\x9fretmenleri kadroyu hak ediyor say\xc4\xb1n ba\xc5\x9fkan\xc4\xb1m. @\xe2\x80\xa6'
02-05-20,7:45:30,b'RT @alibatak06: Say\xc4\xb1n cumhurba\xc5\x9fkan\xc4\xb1m 4 y\xc4\xb1ld\xc4\xb1r canla ba\xc5\x9fla muhacir \xc3\xa7ocuklar\xc4\xb1m\xc4\xb1za g\xc3\xbczel dilimiz T\xc3\xbcrk\xc3\xa7eyi \xc3\xb6\xc4\x9fretiyoruz kadroyu hak ediyoruz #Pi\xe2\x80\xa6'
02-05-20,7:41:10,b'RT @kadropiktes: #PiktesinUmuduCB  Muhacir Ensar karde\xc5\x9fli\xc4\x9fi i\xc3\xa7in fedakarca \xc3\xa7al\xc4\xb1\xc5\x9fan P\xc4\xb0KTES \xc3\xb6\xc4\x9fretmenleri kadroyu hak ediyor say\xc4\xb1n ba\xc5\x9fkan\xc4\xb1m. @\xe2\x80\xa6'
02-05-20,7:39:41,b'RT @kadropiktes: #PiktesinUmuduCB  Muhacir Ensar karde\xc5\x9fli\xc4\x9fi i\xc3\xa7in fedakarca \xc3\xa7al\xc4\xb1\xc5\x9fan P\xc4\xb0KTES \xc3\xb6\xc4\x9fretmenleri kadroyu hak ediyor say\xc4\xb1n ba\xc5\x9fkan\xc4\xb1m. @\xe2\x80\xa6'
02-05-20,7:39:23,b'RT @kadropiktes: #PiktesinUmuduCB  Muhacir Ensar karde\xc5\x9fli\xc4\x9fi i\xc3\xa7in fedakarca \xc3\xa7al\xc4\xb1\xc5\x9fan P\xc4\xb0KTES \xc3\xb6\xc4\x9fretmenleri kadroyu hak ediyor say\xc4\xb1n ba\xc5\x9fkan\xc4\xb1m. @\xe2\x80\xa6'
02-05-20,7:38:30,b'RT @kadropiktes: #PiktesinUmuduCB  Muhacir Ensar karde\xc5\x9fli\xc4\x9fi i\xc3\xa7in fedakarca \xc3\xa7al\xc4\xb1\xc5\x9fan P\xc4\xb0KTES \xc3\xb6\xc4\x9fretmenleri kadroyu hak etmi\xc5\x9ftir. say\xc4\xb1n https://\xe2\x80\xa6'
02-05-20,7:40:10,b'RT @alibatak06: Say\xc4\xb1n cumhurba\xc5\x9fkan\xc4\xb1m 4 y\xc4\xb1ld\xc4\xb1r canla ba\xc5\x9fla muhacir \xc3\xa7ocuklar\xc4\xb1m\xc4\xb1za g\xc3\xbczel dilimiz T\xc3\xbcrk\xc3\xa7eyi \xc3\xb6\xc4\x9fretiyoruz kadroyu hak ediyoruz #Pi\xe2\x80\xa6'
02-05-20,7:28:48,b'RT @alibatak06: Say\xc4\xb1n cumhurba\xc5\x9fkan\xc4\xb1m 4 y\xc4\xb1ld\xc4\xb1r canla ba\xc5\x9fla muhacir \xc3\xa7ocuklar\xc4\xb1m\xc4\xb1za g\xc3\xbczel dilimiz T\xc3\xbcrk\xc3\xa7eyi \xc3\xb6\xc4\x9fretiyoruz kadroyu hak ediyoruz #Pi\xe2\x80\xa6'
02-05-20,7:07:56,b'#PiktesinUmuduCB  Muhacir Ensar karde\xc5\x9fli\xc4\x9fi i\xc3\xa7in fedakarca \xc3\xa7al\xc4\xb1\xc5\x9fan P\xc4\xb0KTES \xc3\xb6\xc4\x9fretmenleri kadroyu hak etmi\xc5\x9ftir. say\xc4\xb1n\xe2\x80\xa6 https://t.co/FmCzSbk7VI'
02-05-20,7:20:53,b'Sizin \xc3\xa7a\xc4\x9fr\xc4\xb1n\xc4\xb1za amas\xc4\xb1z lakinsiz ko\xc5\x9fup ensara muhacir olduk. Kadroyu hak ediyoruz. @rterdogan\n@emineerdogan\xe2\x80\xa6 https://t.co/K5HeZovNSC'
02-05-20,7:25:58,b'Say\xc4\xb1n cumhurba\xc5\x9fkan\xc4\xb1m 4 y\xc4\xb1ld\xc4\xb1r canla ba\xc5\x9fla muhacir \xc3\xa7ocuklar\xc4\xb1m\xc4\xb1za g\xc3\xbczel dilimiz T\xc3\xbcrk\xc3\xa7eyi \xc3\xb6\xc4\x9fretiyoruz kadroyu hak ediyoruz #PiktesinUmuduCB'
02-05-20,7:33:19,b'RT @alibatak06: Say\xc4\xb1n cumhurba\xc5\x9fkan\xc4\xb1m 4 y\xc4\xb1ld\xc4\xb1r canla ba\xc5\x9fla muhacir \xc3\xa7ocuklar\xc4\xb1m\xc4\xb1za g\xc3\xbczel dilimiz T\xc3\xbcrk\xc3\xa7eyi \xc3\xb6\xc4\x9fretiyoruz kadroyu hak ediyoruz #Pi\xe2\x80\xa6'
02-05-20,7:26:47,b'RT @alibatak06: Say\xc4\xb1n cumhurba\xc5\x9fkan\xc4\xb1m 4 y\xc4\xb1ld\xc4\xb1r canla ba\xc5\x9fla muhacir \xc3\xa7ocuklar\xc4\xb1m\xc4\xb1za g\xc3\xbczel dilimiz T\xc3\xbcrk\xc3\xa7eyi \xc3\xb6\xc4\x9fretiyoruz kadroyu hak ediyoruz #Pi\xe2\x80\xa6'
02-05-20,7:26:38,b'RT @alibatak06: Say\xc4\xb1n cumhurba\xc5\x9fkan\xc4\xb1m 4 y\xc4\xb1ld\xc4\xb1r canla ba\xc5\x9fla muhacir \xc3\xa7ocuklar\xc4\xb1m\xc4\xb1za g\xc3\xbczel dilimiz T\xc3\xbcrk\xc3\xa7eyi \xc3\xb6\xc4\x9fretiyoruz kadroyu hak ediyoruz #Pi\xe2\x80\xa6'
02-05-20,7:27:43,b'RT @alibatak06: Say\xc4\xb1n cumhurba\xc5\x9fkan\xc4\xb1m 4 y\xc4\xb1ld\xc4\xb1r canla ba\xc5\x9fla muhacir \xc3\xa7ocuklar\xc4\xb1m\xc4\xb1za g\xc3\xbczel dilimiz T\xc3\xbcrk\xc3\xa7eyi \xc3\xb6\xc4\x9fretiyoruz kadroyu hak ediyoruz #Pi\xe2\x80\xa6'
02-05-20,7:28:28,b'RT @alibatak06: Say\xc4\xb1n cumhurba\xc5\x9fkan\xc4\xb1m 4 y\xc4\xb1ld\xc4\xb1r canla ba\xc5\x9fla muhacir \xc3\xa7ocuklar\xc4\xb1m\xc4\xb1za g\xc3\xbczel dilimiz T\xc3\xbcrk\xc3\xa7eyi \xc3\xb6\xc4\x9fretiyoruz kadroyu hak ediyoruz #Pi\xe2\x80\xa6'
02-05-20,7:28:34,b'RT @alibatak06: Say\xc4\xb1n cumhurba\xc5\x9fkan\xc4\xb1m 4 y\xc4\xb1ld\xc4\xb1r canla ba\xc5\x9fla muhacir \xc3\xa7ocuklar\xc4\xb1m\xc4\xb1za g\xc3\xbczel dilimiz T\xc3\xbcrk\xc3\xa7eyi \xc3\xb6\xc4\x9fretiyoruz kadroyu hak ediyoruz #Pi\xe2\x80\xa6'
02-05-20,7:27:31,b'RT @alibatak06: Say\xc4\xb1n cumhurba\xc5\x9fkan\xc4\xb1m 4 y\xc4\xb1ld\xc4\xb1r canla ba\xc5\x9fla muhacir \xc3\xa7ocuklar\xc4\xb1m\xc4\xb1za g\xc3\xbczel dilimiz T\xc3\xbcrk\xc3\xa7eyi \xc3\xb6\xc4\x9fretiyoruz kadroyu hak ediyoruz #Pi\xe2\x80\xa6'
03-05-20,7:02:00,b'@EBanzaroglu @Dirilss @SGke16 @ayhanmamay @slymnoz Bizzati g\xc3\xb6rd\xc3\xbcn\xc3\xbcz galiba ... \nHangi eylem \xc3\xb6l\xc3\xbcm\xc3\xbc hak ediyor...\n\xc3\x87ok\xe2\x80\xa6 https://t.co/Vfeyl3Im4W'
03-05-20,9:48:00,b'@1071_Dadas @1995ntk Mesele namus degil.Mesele kendi vatandasina gostermedigin ilgi alaka hakki 5 milyon suriyelini\xe2\x80\xa6 https://t.co/iWnm4cCVNI'
04-05-20,7:43:00,"b'\xe2\x80\x9cAnayasal haklar yok say\xc4\xb1ld\xc4\xb1, siyasal muhalefet kriminalize edildi, ya\xc5\x9fam hakk\xc4\xb1n\xc4\xb1n \xc3\xb6z\xc3\xbcn\xc3\xbcn ihlaline zemin haz\xc4\xb1rland\xc4\xb1\xe2\x80\xa6 https://t.co/M60eQDnFST'"
07-05-20,11:54:00,b'@mervexbrn Aynen k\xc4\xb1z\xc4\xb1m sana kat\xc4\xb1l\xc4\xb1yorum bende istanbulda ya\xc5\x9f\xc4\xb1yorum bu millet hak etti.bir suriyeli dediler imansizoglunu se\xc3\xa7tiler'
09-05-20,11:07:00,b'@t24comtr Insan haklari yok.adalet yok.ekonomi batik yolsuzluk.suriye libya da savas destek.ab ye g\xc3\xb6cmen baskisi.me\xe2\x80\xa6 https://t.co/BPYcgldmt8'
09-05-20,11:07:00,b'@t24comtr Insan haklari yok.adalet yok.ekonomi batik yolsuzluk.suriye libya da savas destek.ab ye g\xc3\xb6cmen baskisi.me\xe2\x80\xa6 https://t.co/BPYcgldmt8'
09-05-20,7:53:00,"b'Hocam, Anayasada yer alan temel hak ve h\xc3\xbcrriyetlerin yaln\xc4\xb1zca kendilerine y\xc3\xb6nelik oldu\xc4\x9funu d\xc3\xbc\xc5\x9f\xc3\xbcnd\xc3\xbckleri i\xc3\xa7in c\xc3\xbcreti\xe2\x80\xa6 https://t.co/r4ol3cwPoj'"
09-05-20,11:07:00,b'@t24comtr Insan haklari yok.adalet yok.ekonomi batik yolsuzluk.suriye libya da savas destek.ab ye g\xc3\xb6cmen baskisi.me\xe2\x80\xa6 https://t.co/BPYcgldmt8'
09-05-20,11:07:00,b'@t24comtr Insan haklari yok.adalet yok.ekonomi batik yolsuzluk.suriye libya da savas destek.ab ye g\xc3\xb6cmen baskisi.me\xe2\x80\xa6 https://t.co/BPYcgldmt8'
10-05-20,7:50:00,"b'RT @UmutYld67399243: @KLM_SLG @memurlarnet \xc5\x9euan kim g\xc3\xb6revde de maa\xc5\x9f\xc4\xb1n\xc4\xb1 hak ediyor maa\xc5\x9f alan 3 milyon suriyeli, vergileri silinen binlerce i\xe2\x80\xa6'"
10-05-20,3:46:00,"b'@Kadrolu_Deli @memurlarnet \xc5\x9euan kim g\xc3\xb6revde de maa\xc5\x9f\xc4\xb1n\xc4\xb1 hak ediyor maa\xc5\x9f alan 3 milyon suriyeli, vergileri silinen bi\xe2\x80\xa6 https://t.co/D8pabdQz5q'"
10-05-20,3:46:00,"b'@Hamus007 @memurlarnet \xc5\x9euan kim g\xc3\xb6revde de maa\xc5\x9f\xc4\xb1n\xc4\xb1 hak ediyor maa\xc5\x9f alan 3 milyon suriyeli, vergileri silinen binler\xe2\x80\xa6 https://t.co/YptWJ27uC9'"
