date,hour,tweet
10-05-20,3:47:00,"b'@nurgltamer @memurlarnet \xc5\x9euan kim g\xc3\xb6revde de maa\xc5\x9f\xc4\xb1n\xc4\xb1 hak ediyor maa\xc5\x9f alan 3 milyon suriyeli, vergileri silinen binl\xe2\x80\xa6 https://t.co/Nu8J0nNANK'"
10-05-20,3:47:00,"b'@Sebasstian72El @memurlarnet \xc5\x9euan kim g\xc3\xb6revde de maa\xc5\x9f\xc4\xb1n\xc4\xb1 hak ediyor maa\xc5\x9f alan 3 milyon suriyeli, vergileri silinen\xe2\x80\xa6 https://t.co/UkurgeiDR5'"
10-05-20,3:48:00,"b'@KLM_SLG @memurlarnet \xc5\x9euan kim g\xc3\xb6revde de maa\xc5\x9f\xc4\xb1n\xc4\xb1 hak ediyor maa\xc5\x9f alan 3 milyon suriyeli, vergileri silinen binlerc\xe2\x80\xa6 https://t.co/t7HH1exaqq'"
10-05-20,3:48:00,"b'@Keynesyenler1 @memurlarnet @asr12345 \xc5\x9euan kim g\xc3\xb6revde de maa\xc5\x9f\xc4\xb1n\xc4\xb1 hak ediyor maa\xc5\x9f alan 3 milyon suriyeli, vergileri\xe2\x80\xa6 https://t.co/Mv3ksbJzdp'"
10-05-20,3:48:00,"b'@HasanAliDEMRZ1 @memurlarnet \xc5\x9euan kim g\xc3\xb6revde de maa\xc5\x9f\xc4\xb1n\xc4\xb1 hak ediyor maa\xc5\x9f alan 3 milyon suriyeli, vergileri silinen\xe2\x80\xa6 https://t.co/9zZWEXXSjl'"
10-05-20,3:48:00,"b'@muhendishoGFB @memurlarnet \xc5\x9euan kim g\xc3\xb6revde de maa\xc5\x9f\xc4\xb1n\xc4\xb1 hak ediyor maa\xc5\x9f alan 3 milyon suriyeli, vergileri silinen b\xe2\x80\xa6 https://t.co/tjbX7QOxcB'"
11-05-20,8:38:00,"b'@cemacikgozz @erkanakcay45 @benguturktv Piktes \xc3\xb6\xc4\x9fretmenleri kadroya gecmeyi hak ediyor,4 y\xc4\xb1ld\xc4\xb1r emek veriyoruz, Sur\xe2\x80\xa6 https://t.co/0HnPL9vmez'"
12-05-20,9:57:00,"b""RT @Levent66480097: Bizde #EmeklilikteYa\xc5\x9faTa\xc4\xb7\xc4\xb1lanlar olarak zaman\xc4\xb1nda yazd\xc4\xb1k Trump'a 52 milyar dolar\xc4\xb1 Suriyeli'ye harcama, hak etti\xc4\x9finiz em\xe2\x80\xa6"""
12-05-20,7:13:00,"b""RT @Levent66480097: Bizde #EmeklilikteYa\xc5\x9faTa\xc4\xb7\xc4\xb1lanlar olarak zaman\xc4\xb1nda yazd\xc4\xb1k Trump'a 52 milyar dolar\xc4\xb1 Suriyeli'ye harcama, hak etti\xc4\x9finiz em\xe2\x80\xa6"""
12-05-20,4:37:00,"b""RT @Levent66480097: Bizde #EmeklilikteYa\xc5\x9faTa\xc4\xb7\xc4\xb1lanlar olarak zaman\xc4\xb1nda yazd\xc4\xb1k Trump'a 52 milyar dolar\xc4\xb1 Suriyeli'ye harcama, hak etti\xc4\x9finiz em\xe2\x80\xa6"""
12-05-20,4:25:00,"b""RT @Levent66480097: Bizde #EmeklilikteYa\xc5\x9faTa\xc4\xb7\xc4\xb1lanlar olarak zaman\xc4\xb1nda yazd\xc4\xb1k Trump'a 52 milyar dolar\xc4\xb1 Suriyeli'ye harcama, hak etti\xc4\x9finiz em\xe2\x80\xa6"""
12-05-20,9:02:00,"b""Bizde #EmeklilikteYa\xc5\x9faTa\xc4\xb7\xc4\xb1lanlar olarak zaman\xc4\xb1nda yazd\xc4\xb1k Trump'a 52 milyar dolar\xc4\xb1 Suriyeli'ye harcama, hak etti\xc4\x9fini\xe2\x80\xa6 https://t.co/rWzrSb65gD"""
12-05-20,9:02:00,"b""RT @Levent66480097: Bizde #EmeklilikteYa\xc5\x9faTa\xc4\xb7\xc4\xb1lanlar olarak zaman\xc4\xb1nda yazd\xc4\xb1k Trump'a 52 milyar dolar\xc4\xb1 Suriyeli'ye harcama, hak etti\xc4\x9finiz em\xe2\x80\xa6"""
12-05-20,9:03:00,"b""RT @Levent66480097: Bizde #EmeklilikteYa\xc5\x9faTa\xc4\xb7\xc4\xb1lanlar olarak zaman\xc4\xb1nda yazd\xc4\xb1k Trump'a 52 milyar dolar\xc4\xb1 Suriyeli'ye harcama, hak etti\xc4\x9finiz em\xe2\x80\xa6"""
12-05-20,9:45:00,"b""RT @Levent66480097: Bizde #EmeklilikteYa\xc5\x9faTa\xc4\xb7\xc4\xb1lanlar olarak zaman\xc4\xb1nda yazd\xc4\xb1k Trump'a 52 milyar dolar\xc4\xb1 Suriyeli'ye harcama, hak etti\xc4\x9finiz em\xe2\x80\xa6"""
12-05-20,10:03:00,"b""RT @Levent66480097: Bizde #EmeklilikteYa\xc5\x9faTa\xc4\xb7\xc4\xb1lanlar olarak zaman\xc4\xb1nda yazd\xc4\xb1k Trump'a 52 milyar dolar\xc4\xb1 Suriyeli'ye harcama, hak etti\xc4\x9finiz em\xe2\x80\xa6"""
12-05-20,10:04:00,"b""RT @Levent66480097: Bizde #EmeklilikteYa\xc5\x9faTa\xc4\xb7\xc4\xb1lanlar olarak zaman\xc4\xb1nda yazd\xc4\xb1k Trump'a 52 milyar dolar\xc4\xb1 Suriyeli'ye harcama, hak etti\xc4\x9finiz em\xe2\x80\xa6"""
12-05-20,10:16:00,"b""RT @Levent66480097: Bizde #EmeklilikteYa\xc5\x9faTa\xc4\xb7\xc4\xb1lanlar olarak zaman\xc4\xb1nda yazd\xc4\xb1k Trump'a 52 milyar dolar\xc4\xb1 Suriyeli'ye harcama, hak etti\xc4\x9finiz em\xe2\x80\xa6"""
12-05-20,10:42:00,"b""RT @Levent66480097: Bizde #EmeklilikteYa\xc5\x9faTa\xc4\xb7\xc4\xb1lanlar olarak zaman\xc4\xb1nda yazd\xc4\xb1k Trump'a 52 milyar dolar\xc4\xb1 Suriyeli'ye harcama, hak etti\xc4\x9finiz em\xe2\x80\xa6"""
12-05-20,11:17:00,"b""RT @Levent66480097: Bizde #EmeklilikteYa\xc5\x9faTa\xc4\xb7\xc4\xb1lanlar olarak zaman\xc4\xb1nda yazd\xc4\xb1k Trump'a 52 milyar dolar\xc4\xb1 Suriyeli'ye harcama, hak etti\xc4\x9finiz em\xe2\x80\xa6"""
12-05-20,3:33:00,"b""RT @Levent66480097: Bizde #EmeklilikteYa\xc5\x9faTa\xc4\xb7\xc4\xb1lanlar olarak zaman\xc4\xb1nda yazd\xc4\xb1k Trump'a 52 milyar dolar\xc4\xb1 Suriyeli'ye harcama, hak etti\xc4\x9finiz em\xe2\x80\xa6"""
12-05-20,4:16:00,"b""RT @Levent66480097: Bizde #EmeklilikteYa\xc5\x9faTa\xc4\xb7\xc4\xb1lanlar olarak zaman\xc4\xb1nda yazd\xc4\xb1k Trump'a 52 milyar dolar\xc4\xb1 Suriyeli'ye harcama, hak etti\xc4\x9finiz em\xe2\x80\xa6"""
12-05-20,4:28:00,"b""RT @Levent66480097: Bizde #EmeklilikteYa\xc5\x9faTa\xc4\xb7\xc4\xb1lanlar olarak zaman\xc4\xb1nda yazd\xc4\xb1k Trump'a 52 milyar dolar\xc4\xb1 Suriyeli'ye harcama, hak etti\xc4\x9finiz em\xe2\x80\xa6"""
12-05-20,6:53:00,"b""RT @Levent66480097: Bizde #EmeklilikteYa\xc5\x9faTa\xc4\xb7\xc4\xb1lanlar olarak zaman\xc4\xb1nda yazd\xc4\xb1k Trump'a 52 milyar dolar\xc4\xb1 Suriyeli'ye harcama, hak etti\xc4\x9finiz em\xe2\x80\xa6"""
